benchmark,histogram,query,operator_count,operator_type,real_input,real_output,estimated_input,estimated_output
TPC-DS,MaxDiffAreaHistogram,88,9,JoinHashLeft,28800991,1100338,28800992.000000,573016.125000
TPC-DS,MaxDiffAreaHistogram,88,10,TableScan,65535,3600,65535.000000,3600.000000
TPC-DS,MaxDiffAreaHistogram,88,11,TableScan,7200,720,7200.000000,720.000000
TPC-DS,MaxDiffAreaHistogram,88,12,TableScan,7200,720,7200.000000,720.000000
TPC-DS,MaxDiffAreaHistogram,88,13,TableScan,65535,3600,65535.000000,3600.000000
TPC-DS,MaxDiffAreaHistogram,88,14,TableScan,65535,3600,65535.000000,3600.000000
TPC-DS,MaxDiffAreaHistogram,88,15,TableScan,65535,3600,65535.000000,3600.000000
TPC-DS,MaxDiffAreaHistogram,88,16,TableScan,65535,3600,65535.000000,3600.000000
TPC-DS,MaxDiffAreaHistogram,91,0,JoinHashLeft,24,24,24.000000,0.000000
TPC-DS,MaxDiffAreaHistogram,91,1,JoinHashLeft,1439749,225475,1439749.000000,0.000000
TPC-DS,MaxDiffAreaHistogram,91,2,JoinHashLeft,65535,982,65535.000000,0.000000
TPC-DS,MaxDiffAreaHistogram,91,3,JoinHashLeft,500000,79970,500000.000000,0.000000
TPC-DS,MaxDiffAreaHistogram,91,4,JoinHashLeft,250000,68473,250000.000000,0.000000
TPC-DS,MaxDiffAreaHistogram,91,5,TableScan,7200,1200,7200.000000,0.000000
TPC-DS,MaxDiffAreaHistogram,91,6,JoinHashLeft,1920800,76883,1920800.000000,0.000000
TPC-DS,MaxDiffAreaHistogram,92,0,JoinHashLeft,7197566,205515,7197566.000000,0.000019
TPC-DS,MaxDiffAreaHistogram,92,1,JoinHashLeft,102000,50067,102000.000000,0.000019
TPC-DS,MaxDiffAreaHistogram,92,2,TableScan,65535,91,65535.000000,0.000000
TPC-DS,MaxDiffAreaHistogram,93,0,JoinHashLeft,28800991,28800991,28800992.000000,34506544.000000
TPC-DS,MaxDiffAreaHistogram,93,1,JoinHashRight,2875432,28800991,2875432.000000,34506544.000000
TPC-DS,MaxDiffAreaHistogram,93,2,TableScan,45,1,45.000000,1.000000
TPC-DS,MaxDiffAreaHistogram,94,0,JoinHashLeft,7197566,775493,7197566.000000,0.000155
TPC-DS,MaxDiffAreaHistogram,94,1,JoinHashLeft,719217,77905,719217.000000,0.000022
TPC-DS,MaxDiffAreaHistogram,94,2,JoinHashLeft,7197566,303622,7197566.000000,0.000013
TPC-DS,MaxDiffAreaHistogram,94,3,JoinHashLeft,250000,56640,250000.000000,0.000013
TPC-DS,MaxDiffAreaHistogram,94,4,TableScan,65535,61,65535.000000,0.000000
TPC-DS,MaxDiffAreaHistogram,94,5,JoinHashLeft,42,21,42.000000,0.000013
TPC-DS,MaxDiffAreaHistogram,95,0,TableScan,250000,7941,250000.000000,7941.000000
TPC-DS,MaxDiffAreaHistogram,95,1,JoinHashLeft,42,21,42.000000,0.000013
TPC-DS,MaxDiffAreaHistogram,95,2,JoinHashLeft,7197566,303622,7197566.000000,0.000013
TPC-DS,MaxDiffAreaHistogram,95,3,JoinHashRight,719217,97901914,719217.000000,103498048.000000
TPC-DS,MaxDiffAreaHistogram,95,4,TableScan,65535,61,65535.000000,0.000000
TPC-DS,MaxDiffAreaHistogram,95,5,JoinHashLeft,7197566,90343682,7197566.000000,86342272.000000
TPC-DS,MaxDiffAreaHistogram,95,6,JoinHashRight,7197566,90343682,7197566.000000,86342272.000000
TPC-DS,MaxDiffAreaHistogram,96,0,TableScan,102,14,102.000000,12.500000
TPC-DS,MaxDiffAreaHistogram,96,1,JoinHashLeft,28800991,549852,28800992.000000,573015.875000
TPC-DS,MaxDiffAreaHistogram,96,2,TableScan,7200,720,7200.000000,720.000000
TPC-DS,MaxDiffAreaHistogram,96,3,TableScan,20865,3600,20865.000000,3600.000000
TPC-DS,MaxDiffAreaHistogram,97,0,JoinHashLeft,28800991,5519143,28800992.000000,123618.140625
